seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,maxenergy,class
a,a,W,79783,20,15,2,a,0,0,0,0,0,0,0,0
a,b,N,10495,97,63,24,a,0,0,0,0,0,0,0,0
a,a,N,14579,263,4,32,a,0,0,0,0,0,0,0,0
c,c,W,13699,182,43,8,a,1,0,0,0,0,136,136,0
a,a,W,56370,98,-50,-15,c,0,0,0,0,0,0,0,0
a,a,W,27561,494,-21,-28,a,0,0,0,0,0,0,0,0
a,a,W,2276,544,-29,-21,a,0,0,0,0,0,0,0,0
a,c,W,34423,192,23,13,b,1,0,0,0,0,79,79,0
b,a,N,291643,1445,80,85,b,0,0,1,0,0,46387,21920,1
a,a,N,4050,113,10,-12,a,0,0,0,0,0,0,0,0
b,a,N,9822,1560,-33,5,a,1,0,0,0,0,367,367,0
a,a,N,14734,168,-18,-3,a,0,0,0,0,0,0,0,0
a,a,W,17417,79,53,14,a,0,1,0,0,0,5600,5600,0
a,a,N,57581,392,-4,-24,a,0,0,0,0,0,0,0,0
a,c,N,95028,57,-18,-32,a,0,0,0,0,0,0,0,0
b,a,N,73682,1095,44,98,a,0,0,1,0,0,72233,23207,1
a,c,W,34415,368,-15,-2,b,1,0,0,0,0,697,697,0
b,a,W,118332,306,-15,19,b,0,0,0,0,0,0,0,0
a,b,N,20517,91,50,-25,a,1,0,0,0,0,8,8,0
a,a,W,59029,305,-17,53,b,0,0,0,0,0,0,0,0
b,a,N,13747,85,-18,-20,a,1,0,0,0,0,478,478,0
a,a,W,15040,203,-18,-52,a,0,0,0,0,0,0,0,0
a,a,W,6631,165,-6,7,a,1,0,0,0,0,217,217,0
b,c,W,7222,247,52,72,a,0,1,0,0,0,1992,1992,0
a,a,N,23095,414,-29,-8,a,0,0,0,0,0,0,0,0
a,b,W,1587,427,-47,30,a,1,0,0,0,0,544,544,0
b,a,N,2092,241,6,-31,a,0,1,0,0,0,5133,5133,0
a,a,W,59485,3833,61,89,a,0,0,1,0,0,95353,31115,1
a,a,N,68262,374,-33,16,a,1,0,0,0,0,195,195,0
a,a,N,19126,459,-19,-11,b,0,0,0,0,0,0,0,0
a,a,N,9097,163,10,-30,a,0,1,0,0,0,2695,2695,0
a,b,N,20467,132,-17,-15,a,0,0,0,0,0,0,0,0
a,b,N,224734,828,69,104,a,0,0,1,0,0,66030,24449,1
b,a,N,38427,498,-57,13,a,0,0,0,0,0,0,0,0
a,c,W,144370,1063,-19,73,a,0,0,1,0,0,100009,56509,1
b,a,N,19388,227,29,21,b,0,0,0,0,0,0,0,0
b,a,W,21042,44,0,-51,b,1,0,0,0,0,620,620,0
b,a,N,35227,89,26,-38,a,0,1,0,0,0,2536,2536,0
a,a,N,10582,198,28,6,a,1,0,0,0,0,446,446,0
a,a,W,60551,286,-79,-22,a,0,1,0,0,0,2798,2798,0
a,a,N,46269,282,13,-12,a,0,0,0,0,0,0,0,0
a,a,W,1040,109,5,12,a,0,0,0,0,0,0,0,0
a,a,N,19674,261,25,5,a,0,1,0,0,0,1568,1568,0
b,a,W,18963,155,8,-10,b,0,0,0,0,0,0,0,0
a,a,W,71338,878,-20,21,a,0,0,0,0,0,0,0,0
a,a,N,47221,292,-21,-21,a,1,0,0,0,0,372,372,0
a,a,W,49426,68,29,16,a,0,0,0,0,0,0,0,0
b,b,W,11382,186,57,-43,a,0,1,0,0,0,2152,2152,0
b,a,N,24793,318,-28,10,b,1,0,0,0,0,399,399,0
a,a,N,11918,159,42,21,a,1,0,0,0,0,656,656,0
a,b,N,2531,418,16,-14,a,0,0,0,0,0,0,0,0
b,a,W,657247,1808,22,82,a,0,0,0,1,0,219521,131546,1
a,b,W,14733,12,-41,30,a,0,1,0,0,0,2289,2289,0
a,a,W,5387,38,28,20,a,1,0,0,0,0,817,817,0
a,a,N,9740,218,19,-15,a,0,0,0,0,0,0,0,0
a,a,N,8370,393,-13,34,a,0,0,0,0,0,0,0,0
a,a,W,141237,153,13,-34,a,0,1,0,0,0,2035,2035,0
b,b,N,132516,188,20,27,a,0,0,0,0,0,0,0,0
a,a,N,13081,211,17,58,b,1,0,0,0,0,234,234,0
a,c,N,17668,157,1,20,a,0,1,0,0,0,1621,1621,0
a,a,N,135973,1168,61,58,a,0,0,1,0,0,50407,32741,1
a,c,N,1934,1389,-52,9,b,0,0,0,0,0,0,0,0
b,a,W,70463,1292,50,-37,b,1,0,0,0,0,586,586,0
b,a,W,21221,825,-2,32,a,0,1,0,0,0,1530,1530,0
a,a,N,23983,125,-60,3,a,0,1,0,0,0,3035,3035,0
b,a,N,20257,1223,40,-9,b,0,0,0,0,0,0,0,0
a,b,W,28381,837,-4,-15,c,0,0,0,0,0,0,0,0
a,a,W,6513,88,12,-17,a,0,1,0,0,0,1925,1925,0
b,a,W,17598,985,37,-14,b,1,0,0,0,0,788,788,0
a,a,W,14790,203,-9,-9,a,0,0,0,0,0,0,0,0
a,a,W,14051,277,27,5,a,1,0,0,0,0,808,808,0
a,a,N,261735,443,52,-4,a,0,0,1,0,0,141214,58592,1
a,b,W,67517,814,10,32,b,0,1,0,0,0,5308,5308,0
a,a,W,36266,229,11,-5,a,0,0,0,0,0,0,0,0
a,c,W,3794,292,-55,67,a,0,1,0,0,0,2289,2289,0
b,c,W,4268,42,2,-19,a,0,0,0,0,0,0,0,0
b,b,N,39776,860,47,-20,a,0,0,0,0,0,0,0,0
b,a,N,2722,132,51,10,b,0,1,0,0,0,2375,2375,0
a,a,W,83010,656,-29,19,a,0,1,0,0,0,1421,1421,0
a,a,W,36170,319,-4,12,a,0,1,0,0,0,1044,1044,0
a,c,N,26590,463,0,-22,a,0,0,0,0,0,0,0,0
a,c,W,34903,31,-67,29,a,0,0,0,0,0,0,0,0
b,a,W,65536,849,63,68,c,0,0,1,0,0,82900,41100,1
c,a,N,6851,362,22,10,a,0,0,0,0,0,0,0,0
a,b,N,101048,245,21,7,a,1,0,0,0,0,326,326,0
a,a,W,320813,2071,71,65,a,0,0,1,0,0,106599,73495,1
a,a,W,22510,474,-45,9,a,1,0,0,0,0,56,56,0
a,c,N,65848,585,24,-31,a,0,0,0,0,0,0,0,0
a,b,N,29655,145,18,-10,a,0,0,0,0,0,0,0,0
c,b,N,25095,281,-2,-2,b,0,1,0,0,0,3672,3672,0
a,a,W,64791,459,-23,11,a,0,0,0,0,0,0,0,0
a,a,W,54815,94,-76,-20,a,0,0,0,0,0,0,0,0
a,a,W,21568,23,-11,0,a,0,0,0,0,0,0,0,0
a,a,N,33829,542,2,-9,a,0,0,0,0,0,0,0,0
b,a,W,105224,1383,5,2,a,0,1,0,0,0,1323,1323,0
a,b,N,44311,186,-95,-6,b,0,0,0,0,0,0,0,0
a,b,W,36719,192,-10,10,a,0,1,0,0,0,1224,1224,0
a,a,N,30961,58,6,-9,a,0,0,0,0,0,0,0,0
a,a,W,121871,6572,85,6,a,0,0,1,0,0,53059,17002,1
a,a,N,8484,380,-15,-2,a,1,0,0,0,0,126,126,0
a,a,N,8776,724,0,-27,a,0,0,0,0,0,0,0,0
a,a,N,27363,226,40,4,a,0,0,0,0,0,0,0,0
a,a,N,37571,638,-17,6,a,0,0,0,0,0,0,0,0
a,a,W,222272,645,99,94,a,0,0,1,0,0,37840,25681,1
a,b,N,32307,1053,-40,1,a,0,0,0,0,0,0,0,0
a,a,W,5602,28,-16,-4,a,1,0,0,0,0,35,35,0
a,a,W,33122,49,-35,-3,b,0,0,0,0,0,0,0,0
c,b,N,26369,61,12,-1,a,0,0,0,0,0,0,0,0
a,a,N,47578,14,19,-12,a,0,1,0,0,0,4240,4240,0
a,c,W,23242,181,-34,-19,a,0,0,0,0,0,0,0,0
b,a,W,33854,701,-31,-4,a,1,0,0,0,0,733,733,0
a,b,W,15558,226,67,20,a,0,0,0,0,0,0,0,0
a,a,W,23899,284,-50,-26,a,0,0,0,0,0,0,0,0
a,a,W,25903,380,-22,-41,a,0,1,0,0,0,1684,1684,0
a,a,W,1817,341,28,23,a,0,0,0,0,0,0,0,0
a,c,W,12021,244,-54,40,a,0,0,0,0,0,0,0,0
c,a,N,5385,130,23,21,a,0,1,0,0,0,2581,2581,0
a,a,W,63085,562,-15,35,b,0,1,0,0,0,1671,1671,0
b,a,W,60272,379,-40,14,a,0,0,0,0,0,0,0,0
a,a,N,29401,504,38,-19,a,0,0,0,0,0,0,0,0
a,a,W,3841,261,37,6,a,0,1,0,0,0,1120,1120,0
b,c,W,46201,584,15,-7,a,0,0,0,0,0,0,0,0
a,c,N,23031,159,-11,-9,a,0,1,0,0,0,2573,2573,0
a,a,W,31866,758,-26,-18,a,1,0,0,0,0,589,589,0
a,a,W,111530,194,14,-23,a,1,0,0,0,0,467,467,0
b,a,N,58925,726,20,-37,a,0,1,0,0,0,3359,3359,0
a,a,N,5597,201,-17,19,a,0,1,0,0,0,1974,1974,0
a,a,W,174727,1551,104,36,a,0,0,1,0,0,44845,28051,1
a,b,N,83378,924,-20,-14,a,1,0,0,0,0,910,910,0
a,a,N,46800,1015,126,47,a,0,0,1,0,0,62573,21993,1
c,a,W,70013,12,3,-13,a,0,1,0,0,0,6787,6787,0
a,b,N,35446,641,-26,-1,a,0,0,0,0,0,0,0,0
a,a,N,199544,250,29,9,a,0,1,0,0,0,2411,2411,0
a,a,W,224100,70,-7,-12,c,0,1,0,0,0,2369,2369,0
a,b,W,26267,166,-28,-1,a,0,0,0,0,0,0,0,0
a,a,N,1274,27,-1,-43,a,0,0,0,0,0,0,0,0
a,a,N,20019,113,-14,-23,a,0,0,0,0,0,0,0,0
c,a,W,87336,458,40,-25,a,0,0,0,0,0,0,0,0
a,a,W,100230,304,-5,17,a,1,0,0,0,0,321,321,0
a,a,N,36117,682,23,-5,a,0,1,0,0,0,1773,1773,0
a,a,W,1742,203,-5,9,a,0,1,0,0,0,5351,5351,0
a,a,W,10688,20,35,-12,a,1,0,0,0,0,644,644,0
a,a,N,11979,651,12,13,a,0,0,0,0,0,0,0,0
a,b,N,11715,127,-3,-13,a,1,0,0,0,0,742,742,0
c,a,W,68272,431,-14,0,a,0,1,0,0,0,1456,1456,0
a,b,W,3101,347,-38,36,a,0,1,0,0,0,2911,2911,0
a,b,N,34683,267,26,15,a,0,0,0,0,0,0,0,0
a,b,W,166213,53,-22,1,a,0,0,0,0,0,0,0,0
a,a,N,17077,658,-26,-17,a,0,0,0,0,0,0,0,0
a,a,W,2781,213,-9,27,a,0,0,0,0,0,0,0,0
a,a,W,20664,58,13,-20,a,0,0,0,0,0,0,0,0
a,b,W,16989,190,-7,-32,a,0,0,0,0,0,0,0,0
a,a,N,57253,195,0,-28,a,0,0,0,0,0,0,0,0
b,b,N,74813,473,45,50,a,0,1,0,0,0,17078,8109,1
a,a,W,32876,147,22,35,a,0,1,0,0,0,2442,2442,0
a,a,W,302280,1802,89,97,b,0,0,1,0,0,79587,37443,1
b,a,N,23347,388,-2,7,a,0,1,0,0,0,4179,4179,0
a,a,N,6272,162,-23,16,a,0,0,0,0,0,0,0,0
a,a,W,74101,233,-9,15,a,0,1,0,0,0,4401,4401,0
a,b,N,4536,95,20,8,a,0,0,0,0,0,0,0,0
a,a,N,22117,453,44,28,a,0,0,0,0,0,0,0,0
a,a,W,11765,167,-1,15,a,0,1,0,0,0,1795,1795,0
a,a,W,43263,410,-16,29,a,0,0,0,0,0,0,0,0
a,a,N,110795,1530,10,-9,a,0,0,0,0,0,0,0,0
a,a,N,61647,380,55,14,a,1,0,0,0,0,281,281,0
a,b,W,6184,94,-22,16,a,1,0,0,0,0,429,429,0
a,b,N,39542,324,-21,42,a,0,0,0,0,0,0,0,0
b,b,W,45101,703,-47,35,a,1,0,0,0,0,275,275,0
b,a,W,3036,349,22,0,a,1,0,0,0,0,795,795,0
a,a,N,6680,173,-19,-33,a,0,0,0,0,0,0,0,0
a,b,W,5119,1073,-1,7,b,0,1,0,0,0,1706,1706,0
a,a,W,24277,118,4,-18,a,0,0,0,0,0,0,0,0
b,a,W,6188,22,1,-50,a,1,0,0,0,0,954,954,0
b,b,W,49592,74,-49,3,a,0,0,0,0,0,0,0,0
a,b,W,4508,175,54,26,a,0,1,0,0,0,4933,4933,0
a,a,N,1030,1182,52,-6,a,0,1,0,0,0,1043,1043,0
b,a,W,168008,928,-21,62,a,0,0,1,0,0,61958,21203,1
a,a,W,73577,653,-8,-16,a,1,0,0,0,0,516,516,0
a,a,W,5252,549,42,-20,a,0,0,0,0,0,0,0,0
a,a,N,14858,307,26,-2,b,0,1,0,0,0,2158,2158,0
a,a,W,13747,75,31,-17,a,0,0,0,0,0,0,0,0
a,a,W,39894,404,33,34,c,0,0,0,0,0,0,0,0
a,b,W,117134,1029,30,-27,a,0,0,0,0,0,0,0,0
a,b,W,91538,69,38,-7,c,1,0,0,0,0,171,171,0
